ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12013914,JD191103,01/22/2020 12:00:00 PM,008XX W JUNIOR TER,0890,THEFT,FROM BUILDING,APARTMENT,false,true,1915,019,46,3,06,1169959,1928885,2020,03/25/2020 03:45:43 PM,41.960360168,-87.650534646,"(41.960360168, -87.650534646)"
12014538,JD191889,01/02/2020 12:00:00 AM,066XX S LOWE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0723,007,6,68,11,1173184,1860764,2020,03/25/2020 03:45:43 PM,41.773360201,-87.64069877,"(41.773360201, -87.64069877)"
12015249,JD192661,01/22/2020 06:30:00 PM,045XX N CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,false,false,1724,017,33,14,14,1153235,1929946,2020,03/25/2020 03:45:43 PM,41.963620834,-87.711992043,"(41.963620834, -87.711992043)"
12015175,JD192579,01/03/2020 09:00:00 AM,002XX W LAKE ST,0810,THEFT,OVER $500,OTHER (SPECIFY),false,false,0122,001,42,32,06,1174606,1901725,2020,03/25/2020 03:45:43 PM,41.885729153,-87.634264204,"(41.885729153, -87.634264204)"
12134619,JD331224,01/01/2020 09:00:00 AM,007XX E 90TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0633,006,8,44,26,1182755,1845464,2020,08/16/2020 03:47:58 PM,41.731158507,-87.606088094,"(41.731158507, -87.606088094)"
12016034,JD193556,01/01/2020 12:00:00 AM,018XX N WINNEBAGO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1434,014,32,22,11,1160263,1912391,2020,03/26/2020 03:45:12 PM,41.915306069,-87.686639247,"(41.915306069, -87.686639247)"
11970262,JD138268,01/31/2020 06:00:00 PM,042XX W DIVISION ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),true,false,2534,025,37,23,06,1147993,1907665,2020,03/27/2020 03:47:00 PM,41.902582485,-87.731840051,"(41.902582485, -87.731840051)"
11940213,JD102425,01/03/2020 01:39:00 AM,010XX W 78TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,0612,006,17,71,24,1170914,1853103,2020,03/27/2020 03:48:50 PM,41.752387319,-87.649243386,"(41.752387319, -87.649243386)"
12016589,JD193997,01/24/2020 10:00:00 AM,067XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0722,007,6,68,06,1173735,1860118,2020,03/27/2020 03:47:00 PM,41.771575307,-87.638698066,"(41.771575307, -87.638698066)"
12016436,JD193883,01/01/2020 07:00:00 AM,007XX W 54TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0935,009,20,61,26,1172333,1868733,2020,03/27/2020 03:47:00 PM,41.795246799,-87.64358399,"(41.795246799, -87.64358399)"
12016706,JD194198,01/20/2020 08:00:00 AM,028XX N SAWYER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1412,014,35,21,11,1154221,1918731,2020,03/27/2020 03:47:00 PM,41.932826416,-87.708667345,"(41.932826416, -87.708667345)"
12017743,JD195242,01/11/2020 12:00:00 AM,098XX S ELLIS AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,true,0511,005,8,50,06,1184622,1839938,2020,03/28/2020 03:47:02 PM,41.715951035,-87.599421254,"(41.715951035, -87.599421254)"
12017996,JD195553,01/27/2020 10:00:00 PM,050XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1533,015,28,25,06,1142706,1898859,2020,03/29/2020 03:43:48 PM,41.878517855,-87.751479667,"(41.878517855, -87.751479667)"
12018457,JD196013,01/16/2020 12:00:00 AM,063XX S CHAMPLAIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0312,003,20,42,11,1181660,1863032,2020,03/29/2020 03:43:48 PM,41.779392287,-87.609558007,"(41.779392287, -87.609558007)"
12013828,JD191019,01/01/2020 12:00:00 AM,044XX S LAVERGNE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0814,008,22,56,02,1143770,1874726,2020,03/28/2020 03:47:02 PM,41.81227369,-87.748176594,"(41.81227369, -87.748176594)"
12004464,JD180179,01/17/2020 03:00:00 PM,008XX S FINANCIAL PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0123,001,25,32,08A,1175009,1896652,2020,03/31/2020 03:48:51 PM,41.871799513,-87.632936347,"(41.871799513, -87.632936347)"
12019692,JD197444,01/01/2020 12:00:00 AM,032XX N LINCOLN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1922,019,47,6,11,1164983,1921507,2020,04/01/2020 03:50:17 PM,41.940221932,-87.669039008,"(41.940221932, -87.669039008)"
12019230,JD196954,01/21/2020 03:00:00 PM,057XX W ERIE ST,0810,THEFT,OVER $500,RESIDENCE,false,false,1511,015,29,25,06,1137921,1903719,2020,04/01/2020 03:50:17 PM,41.891942001,-87.768932082,"(41.891942001, -87.768932082)"
12019697,JD197464,01/14/2020 11:46:00 AM,079XX S MUSKEGON AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0422,004,7,46,08A,1196549,1852909,2020,04/01/2020 03:50:17 PM,41.751257242,-87.555309999,"(41.751257242, -87.555309999)"
11972362,JD121923,01/20/2020 10:30:00 AM,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,true,false,1654,016,41,76,18,1100088,1926079,2020,08/19/2020 03:49:09 PM,41.953900467,-87.907472601,"(41.953900467, -87.907472601)"
12020963,JD198757,01/24/2020 12:01:00 AM,079XX S EVANS AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,false,false,0624,006,6,44,17,1182603,1852514,2020,04/02/2020 03:49:18 PM,41.750508015,-87.606426766,"(41.750508015, -87.606426766)"
12020813,JD198649,01/30/2020 12:00:00 AM,001XX N HARBOR DR,0810,THEFT,OVER $500,RESIDENCE,false,false,0114,001,42,32,06,1179647,1901952,2020,04/02/2020 03:49:18 PM,41.886237872,-87.615745896,"(41.886237872, -87.615745896)"
12021829,JD199755,01/01/2020 12:01:00 AM,113XX S THROOP ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2234,022,34,75,05,1169699,1829340,2020,04/04/2020 03:44:34 PM,41.68720452,-87.654382593,"(41.68720452, -87.654382593)"
12021153,JD199021,01/06/2020 12:00:00 PM,031XX S GILES AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0211,002,4,35,11,1178779,1884337,2020,04/03/2020 03:47:46 PM,41.837921113,-87.61947121,"(41.837921113, -87.61947121)"
12021637,JD199561,01/23/2020 09:00:00 AM,083XX S INGLESIDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,0632,006,8,44,11,1184004,1849966,2020,04/04/2020 03:44:34 PM,41.74348344,-87.601372333,"(41.74348344, -87.601372333)"
12021929,JD199782,01/06/2020 12:35:00 PM,033XX W LE MOYNE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1422,014,26,23,11,1153817,1909769,2020,04/04/2020 03:44:34 PM,41.908242004,-87.710391255,"(41.908242004, -87.710391255)"
11966549,JD133727,01/26/2020 04:47:00 AM,058XX S ARCHER AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),false,false,0814,008,14,56,06,1140104,1868701,2020,04/05/2020 03:44:52 PM,41.795807807,-87.76177065,"(41.795807807, -87.76177065)"
11966611,JD133725,01/25/2020 02:31:00 PM,058XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),false,false,0814,008,14,56,06,1140104,1868701,2020,04/05/2020 03:44:52 PM,41.795807807,-87.76177065,"(41.795807807, -87.76177065)"
12022408,JD200465,01/14/2020 05:00:00 PM,086XX S BLACKSTONE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0412,004,8,45,06,1187709,1847831,2020,04/05/2020 03:44:52 PM,41.737537504,-87.587864919,"(41.737537504, -87.587864919)"
12022289,JD200296,01/10/2020 11:00:00 AM,023XX N MILWAUKEE AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,1414,014,1,22,10,1156620,1915710,2020,04/05/2020 03:44:52 PM,41.924488265,-87.699933231,"(41.924488265, -87.699933231)"
12022500,JD200602,01/22/2020 12:15:00 PM,084XX S PARNELL AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,false,false,0622,006,21,71,06,1174102,1848851,2020,04/05/2020 03:44:52 PM,41.740649137,-87.637686734,"(41.740649137, -87.637686734)"
12022453,JD200486,01/03/2020 05:42:00 PM,078XX S ESSEX AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0421,004,7,43,07,1194219,1853508,2020,04/05/2020 03:44:52 PM,41.752958445,-87.563828494,"(41.752958445, -87.563828494)"
12139769,JD337221,01/02/2020 12:00:00 PM,093XX S CLYDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0413,004,7,48,11,1191806,1843486,2020,08/21/2020 03:51:30 PM,41.725516047,-87.572995503,"(41.725516047, -87.572995503)"
12023203,JD201392,01/14/2020 12:00:00 PM,009XX W GRACE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),false,false,1923,019,46,6,26,1169440,1925526,2020,04/08/2020 03:49:33 PM,41.951154285,-87.652540835,"(41.951154285, -87.652540835)"
12020823,JD100378,01/01/2020 06:00:00 AM,028XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1135,011,28,27,08B,1157643,1896909,2020,04/08/2020 03:49:33 PM,41.872875887,-87.696686934,"(41.872875887, -87.696686934)"
12018740,JD196318,01/03/2020 03:40:00 PM,105XX S UNION AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2233,022,34,49,11,1173512,1834850,2020,04/09/2020 03:45:31 PM,41.702241493,-87.640261415,"(41.702241493, -87.640261415)"
12015151,JD158558,02/20/2020 12:10:00 PM,031XX N MILWAUKEE AVE,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,false,false,2523,025,30,21,06,1150124,1920942,2020,03/25/2020 03:45:43 PM,41.93897451,-87.723665748,"(41.93897451, -87.723665748)"
11990453,JD162936,02/24/2020 02:54:00 AM,052XX N SHERIDAN RD,0810,THEFT,OVER $500,OTHER (SPECIFY),true,false,2023,020,48,77,06,1168697,1934885,2020,08/16/2020 03:47:58 PM,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
11981050,JD151489,02/14/2020 10:00:00 AM,025XX W ADDISON ST,0890,THEFT,FROM BUILDING,SCHOOL - PUBLIC BUILDING,false,false,1921,019,47,5,06,1158854,1923830,2020,03/25/2020 03:47:29 PM,41.946724511,-87.691501175,"(41.946724511, -87.691501175)"
12013849,JD191090,02/25/2020 11:00:00 AM,043XX W VAN BUREN ST,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),false,false,1131,011,28,26,06,1147564,1897671,2020,03/25/2020 03:45:43 PM,41.875166083,-87.733672397,"(41.875166083, -87.733672397)"
12014884,JD191832,02/18/2020 12:00:00 AM,023XX W BERWYN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),false,false,2012,020,40,4,11,1159936,1935141,2020,03/25/2020 03:45:43 PM,41.977740178,-87.687210556,"(41.977740178, -87.687210556)"
12015139,JD158532,02/18/2020 10:00:00 AM,070XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0832,008,17,66,14,1161257,1857950,2020,03/25/2020 03:45:43 PM,41.765893458,-87.684498337,"(41.765893458, -87.684498337)"
12014155,JD191126,02/18/2020 01:00:00 AM,028XX N OAKLEY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,false,false,1432,014,32,21,11,1160532,1918739,2020,03/25/2020 03:45:43 PM,41.932719849,-87.685474766,"(41.932719849, -87.685474766)"
12013902,JD191155,02/20/2020 06:17:00 PM,122XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1168886,1823490,2020,03/25/2020 03:45:43 PM,41.671168666,-87.657526862,"(41.671168666, -87.657526862)"
12013866,JD191095,02/24/2020 08:00:00 AM,003XX E 113TH ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0531,005,9,49,06,1180401,1830106,2020,03/25/2020 03:45:43 PM,41.689068397,-87.61518081,"(41.689068397, -87.61518081)"
12134402,JD330939,02/16/2020 09:00:00 AM,115XX S PEORIA ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,0524,005,34,53,10,1172140,1828181,2020,08/16/2020 03:47:58 PM,41.683970897,-87.645480297,"(41.683970897, -87.645480297)"
12014157,JD191504,02/19/2020 09:00:00 AM,014XX E 73RD ST,0810,THEFT,OVER $500,APARTMENT,false,false,0324,003,8,43,06,1187040,1856878,2020,03/25/2020 03:45:43 PM,41.762379224,-87.590029575,"(41.762379224, -87.590029575)"
12015488,JD192817,02/04/2020 03:50:00 PM,019XX S HARDING AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1014,010,24,29,06,1150365,1890168,2020,03/25/2020 03:45:43 PM,41.85452281,-87.723583827,"(41.85452281, -87.723583827)"
12013952,JD191257,02/27/2020 12:45:00 PM,027XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1421,014,1,22,06,1157561,1913169,2020,03/25/2020 03:45:43 PM,41.917496441,-87.696544919,"(41.917496441, -87.696544919)"
12014656,JD192062,02/22/2020 10:52:00 AM,020XX W AUGUSTA BLVD,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1212,012,2,24,06,1162701,1906664,2020,03/25/2020 03:45:43 PM,41.89953997,-87.677843074,"(41.89953997, -87.677843074)"
12013868,JD191068,02/22/2020 05:30:00 PM,008XX S KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,false,false,1134,011,24,27,11,1155162,1896093,2020,03/25/2020 03:45:43 PM,41.870686832,-87.705817783,"(41.870686832, -87.705817783)"
12014156,JD191258,02/15/2020 11:35:00 AM,0000X N MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0114,001,42,32,14,1177306,1900580,2020,03/25/2020 03:45:43 PM,41.882526427,-87.624384106,"(41.882526427, -87.624384106)"
12015337,JD192735,02/26/2020 02:28:00 PM,031XX N LECLAIRE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2521,025,31,19,14,1141812,1920610,2020,03/25/2020 03:45:43 PM,41.938221619,-87.754223085,"(41.938221619, -87.754223085)"
12014794,JD189510,02/18/2020 06:00:00 PM,036XX S WELLS ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0915,009,11,34,11,1175213,1880919,2020,03/25/2020 03:45:43 PM,41.82862242,-87.632658693,"(41.82862242, -87.632658693)"
12014072,JD191291,02/24/2020 08:00:00 PM,077XX S KENTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0834,008,18,70,08B,1147083,1852727,2020,03/25/2020 03:45:43 PM,41.751842289,-87.736584367,"(41.751842289, -87.736584367)"
12013931,JD155911,02/18/2020 10:00:00 AM,068XX S WASHTENAW AVE,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,false,false,0831,008,17,66,08B,1159554,1859215,2020,03/25/2020 03:45:43 PM,41.769399886,-87.690705813,"(41.769399886, -87.690705813)"
12015790,JD193212,02/01/2020 12:00:00 AM,040XX E 134TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0433,004,10,55,08B,1204544,1816604,2020,03/26/2020 03:45:12 PM,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
12016392,JD193243,02/12/2020 12:00:00 PM,057XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2514,025,30,19,06,1137727,1920699,2020,03/26/2020 03:45:12 PM,41.938540587,-87.769234407,"(41.938540587, -87.769234407)"
12015804,JD193218,02/05/2020 12:00:00 AM,030XX W LEXINGTON ST,0810,THEFT,OVER $500,STREET,false,false,1134,011,28,27,06,1156187,1896545,2020,03/26/2020 03:45:12 PM,41.871906544,-87.702042438,"(41.871906544, -87.702042438)"
12016665,JD194122,02/28/2020 12:00:00 PM,081XX S KOSTNER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),true,true,0834,008,18,70,26,1148632,1850005,2020,03/27/2020 03:47:00 PM,41.744343016,-87.730977736,"(41.744343016, -87.730977736)"
12016787,JD194224,02/27/2020 05:00:00 PM,055XX N WINTHROP AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,DEPARTMENT STORE,false,false,2023,020,48,77,11,1167868,1936989,2020,03/27/2020 03:47:00 PM,41.982643258,-87.657987266,"(41.982643258, -87.657987266)"
12016862,JD194325,02/25/2020 03:00:00 PM,012XX S KOLIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER (SPECIFY),false,false,1011,010,24,29,07,1147578,1894088,2020,03/27/2020 03:47:00 PM,41.865333633,-87.733712889,"(41.865333633, -87.733712889)"
12016701,JD194009,02/18/2020 08:00:00 PM,003XX W 31ST ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,false,0914,009,11,34,26,1174696,1884405,2020,03/27/2020 03:47:00 PM,41.838199851,-87.634451458,"(41.838199851, -87.634451458)"
12016647,JD194120,02/01/2020 07:00:00 PM,017XX S WABASH AVE,0820,THEFT,$500 AND UNDER,MEDICAL / DENTAL OFFICE,false,false,0131,001,3,33,06,1177039,1891851,2020,03/27/2020 03:47:00 PM,41.858579571,-87.625628785,"(41.858579571, -87.625628785)"
12017051,JD194517,02/04/2020 10:00:00 AM,057XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0232,002,20,40,11,1179021,1866996,2020,03/27/2020 03:47:00 PM,41.790330436,-87.619112076,"(41.790330436, -87.619112076)"
12017006,JD193287,02/26/2020 09:00:00 AM,100XX W OHARE ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,AIRPORT PARKING LOT,false,false,1651,016,41,76,07,1100658,1934241,2020,03/27/2020 03:47:00 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
12016526,JD193974,02/18/2020 12:00:00 PM,045XX W 55TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0815,008,23,62,11,1147099,1867758,2020,03/27/2020 03:47:00 PM,41.793089576,-87.736143254,"(41.793089576, -87.736143254)"
12017371,JD194887,02/21/2020 12:01:00 AM,070XX N PAULINA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,2423,024,49,1,11,1163898,1947169,2020,03/28/2020 03:47:02 PM,42.01066242,-87.672298932,"(42.01066242, -87.672298932)"
12017130,JD193837,02/24/2020 01:00:00 PM,057XX S PEORIA ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,false,false,0712,007,16,68,06,1171285,1866870,2020,03/28/2020 03:47:02 PM,41.790157531,-87.647481514,"(41.790157531, -87.647481514)"
12017094,JD194613,02/04/2020 08:00:00 AM,020XX W POTOMAC AVE,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,RESIDENCE,false,false,1424,014,1,24,11,1162522,1908646,2020,03/28/2020 03:47:02 PM,41.904982479,-87.678444965,"(41.904982479, -87.678444965)"
12017179,JD194683,02/01/2020 12:00:00 AM,001XX W ELM ST,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,APARTMENT,false,false,1824,018,27,8,11,1175121,1908069,2020,03/28/2020 03:47:02 PM,41.903125898,-87.632182661,"(41.903125898, -87.632182661)"
12017417,JD194624,02/28/2020 02:16:00 PM,051XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0234,002,4,41,06,1185980,1871258,2020,03/28/2020 03:47:02 PM,41.801864216,-87.593461078,"(41.801864216, -87.593461078)"
11994938,JD168320,02/28/2020 06:30:00 PM,047XX S FORRESTVILLE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0223,002,3,38,03,1180724,1873803,2020,03/29/2020 03:43:48 PM,41.808970443,-87.612658422,"(41.808970443, -87.612658422)"
12018277,JD195822,02/26/2020 12:00:00 AM,015XX W LUNT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,2431,024,49,1,26,1164871,1946597,2020,03/29/2020 03:43:48 PM,42.009072168,-87.668735243,"(42.009072168, -87.668735243)"
12018200,JD195781,02/07/2020 12:00:00 PM,001XX N FRANKLIN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0122,001,42,32,11,1174297,1901608,2020,03/29/2020 03:43:48 PM,41.885415,-87.635402398,"(41.885415, -87.635402398)"
11984400,JD155012,02/15/2020 09:00:00 PM,055XX N MARMORA AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),false,false,1622,016,45,11,04B,1135881,1936279,2020,03/30/2020 03:48:58 PM,41.981326756,-87.775646337,"(41.981326756, -87.775646337)"
12019146,JD196859,02/29/2020 01:50:00 PM,066XX S UNIVERSITY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0321,003,5,42,06,1184695,1861128,2020,04/01/2020 03:50:17 PM,41.774096904,-87.598491139,"(41.774096904, -87.598491139)"
12017462,JD159063,02/20/2020 06:45:00 PM,005XX E 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0624,006,6,69,06,1181026,1852740,2020,04/01/2020 03:50:17 PM,41.751164599,-87.612198632,"(41.751164599, -87.612198632)"
12017877,JD161495,02/21/2020 10:45:00 PM,0000X W TERMINAL ST,0580,STALKING,SIMPLE,AIRPORT PARKING LOT,false,false,1653,016,41,76,08A,1101811,1934419,2020,04/01/2020 03:50:17 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
12018932,JD196468,02/16/2020 09:00:00 PM,083XX S MORGAN ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0613,006,21,71,06,1171100,1849514,2020,04/01/2020 03:50:17 PM,41.742534565,-87.648666428,"(41.742534565, -87.648666428)"
12018774,JD195922,02/16/2020 01:00:00 AM,032XX N HALSTED ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1924,019,44,6,06,1170355,1921706,2020,04/01/2020 03:50:17 PM,41.940652065,-87.649289422,"(41.940652065, -87.649289422)"
12019790,JD197558,02/25/2020 11:00:00 PM,044XX W WAVELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1731,017,45,16,08B,1146159,1923993,2020,04/01/2020 03:50:17 PM,41.947423174,-87.738160424,"(41.947423174, -87.738160424)"
12018768,JD196110,02/20/2020 01:00:00 PM,001XX N ASHLAND AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,OTHER (SPECIFY),false,false,1224,012,27,28,26,1165723,1901243,2020,04/01/2020 03:50:17 PM,41.884600448,-87.666897965,"(41.884600448, -87.666897965)"
12019714,JD197488,02/03/2020 12:00:00 PM,036XX S RHODES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0212,002,4,35,11,1180182,1880874,2020,04/01/2020 03:50:17 PM,41.82838628,-87.614429363,"(41.82838628, -87.614429363)"
12018841,JD196419,02/11/2020 12:00:00 AM,016XX W 78TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0611,006,17,71,02,1166900,1852992,2020,04/01/2020 03:50:17 PM,41.752169359,-87.663956159,"(41.752169359, -87.663956159)"
12019469,JD197174,02/28/2020 10:30:00 PM,046XX W ALTGELD ST,0810,THEFT,OVER $500,RESIDENCE,false,false,2521,025,31,19,06,1144981,1916279,2020,04/01/2020 03:50:17 PM,41.92627761,-87.742685853,"(41.92627761, -87.742685853)"
12018694,JD196273,02/29/2020 12:00:00 PM,041XX N ROCKWELL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ANIMAL HOSPITAL,false,false,1911,019,47,5,11,1158340,1927335,2020,04/01/2020 03:50:17 PM,41.956352988,-87.693294276,"(41.956352988, -87.693294276)"
12019821,JD197534,02/29/2020 03:00:00 AM,074XX S COLFAX AVE,0810,THEFT,OVER $500,APARTMENT,false,true,0334,003,7,43,06,1194663,1856116,2020,04/01/2020 03:50:17 PM,41.760104086,-87.562115767,"(41.760104086, -87.562115767)"
12020550,JD198281,02/01/2020 09:00:00 AM,030XX W THORNDALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2011,020,40,2,08A,1154836,1939026,2020,04/02/2020 03:49:18 PM,41.988504845,-87.705861127,"(41.988504845, -87.705861127)"
12020643,JD198499,02/27/2020 08:30:00 PM,069XX W 63RD PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0812,008,23,64,11,1131255,1861639,2020,04/02/2020 03:49:18 PM,41.776585213,-87.794383452,"(41.776585213, -87.794383452)"
12020700,JD198537,02/01/2020 12:00:00 PM,028XX N RUTHERFORD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,2511,025,36,18,02,1130933,1918091,2020,04/02/2020 03:49:18 PM,41.931503891,-87.794264676,"(41.931503891, -87.794264676)"
12020521,JD198325,02/01/2020 02:00:00 PM,042XX N OAK PARK AVE,0890,THEFT,FROM BUILDING,NURSING / RETIREMENT HOME,false,false,1632,016,38,17,06,1129956,1927477,2020,04/02/2020 03:49:18 PM,41.957276953,-87.797639492,"(41.957276953, -87.797639492)"
12020585,JD198253,02/20/2020 07:00:00 AM,035XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,LIBRARY,false,false,0212,002,4,35,06,1179387,1881825,2020,04/02/2020 03:49:18 PM,41.831014114,-87.617317037,"(41.831014114, -87.617317037)"
