ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12013102,JD190101,03/19/2020 04:38:00 AM,023XX E 79TH ST,0325,ROBBERY,VEHICULAR HIJACKING,GAS STATION,false,false,0414,004,7,46,03,1193362,1853048,2020,03/26/2020 03:47:15 PM,41.751717158,-87.566984014,"(41.751717158, -87.566984014)"
12013271,JD190459,03/19/2020 12:00:00 PM,061XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0314,003,20,42,06,1184391,1864446,2020,03/26/2020 03:47:15 PM,41.783208914,-87.599501736,"(41.783208914, -87.599501736)"
12013847,JD191063,03/19/2020 04:02:00 PM,043XX W CULLERTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1012,010,24,29,08A,1147831,1890068,2020,03/26/2020 03:47:15 PM,41.8542974,-87.732887316,"(41.8542974, -87.732887316)"
12013558,JD190711,03/19/2020 07:23:00 PM,005XX E 67TH ST,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,0321,003,20,42,06,1180834,1860702,2020,03/26/2020 03:47:15 PM,41.773017577,-87.61265777,"(41.773017577, -87.61265777)"
12013186,JD190373,03/19/2020 01:00:00 PM,055XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0715,007,16,67,08B,1166287,1867900,2020,03/26/2020 03:47:15 PM,41.793091927,-87.665778491,"(41.793091927, -87.665778491)"
12013569,JD190585,03/19/2020 04:58:00 PM,001XX E HURON ST,0460,BATTERY,SIMPLE,HOTEL / MOTEL,false,false,1834,018,42,8,08B,1177499,1905109,2020,03/26/2020 03:47:15 PM,41.894949856,-87.62353785,"(41.894949856, -87.62353785)"
12012875,JD190035,03/19/2020 12:50:00 AM,022XX N LA CROSSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2522,025,36,19,08B,1143694,1914480,2020,03/26/2020 03:47:15 PM,41.921365202,-87.747460191,"(41.921365202, -87.747460191)"
12013608,JD190765,03/19/2020 08:48:00 PM,002XX W GARFIELD BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0935,009,3,37,07,1175568,1868499,2020,03/26/2020 03:47:15 PM,41.79453284,-87.631728256,"(41.79453284, -87.631728256)"
12013945,JD191133,03/19/2020 09:00:00 PM,040XX W WILCOX ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,false,true,1115,011,28,26,20,1149455,1899029,2020,03/26/2020 03:47:15 PM,41.878856126,-87.726694102,"(41.878856126, -87.726694102)"
12013469,JD190563,03/19/2020 04:30:00 PM,049XX W NORTH AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,true,false,2533,025,37,25,08B,1142920,1910177,2020,03/26/2020 03:47:15 PM,41.909571787,-87.750411553,"(41.909571787, -87.750411553)"
12013697,JD190875,03/19/2020 11:53:00 PM,045XX W GLADYS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1131,011,28,26,15,1146244,1897971,2020,03/26/2020 03:47:15 PM,41.876014524,-87.738511324,"(41.876014524, -87.738511324)"
12014621,JD192015,03/19/2020 08:00:00 AM,072XX S RHODES AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,false,true,0323,003,6,69,26,1181158,1857166,2020,03/26/2020 03:47:15 PM,41.763306978,-87.611578849,"(41.763306978, -87.611578849)"
12013663,JD190859,03/19/2020 08:00:00 PM,044XX W 53RD ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0815,008,23,57,03,1147483,1869100,2020,03/26/2020 03:47:15 PM,41.796764906,-87.734700879,"(41.796764906, -87.734700879)"
12015350,JD191900,03/19/2020 01:00:00 AM,002XX W 114TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,false,false,0522,005,34,49,05,1176493,1829342,2020,03/26/2020 03:47:15 PM,41.687060379,-87.62951067,"(41.687060379, -87.62951067)"
12016400,JD193846,03/18/2020 06:27:00 PM,001XX W MONROE ST,0820,THEFT,$500 AND UNDER,BANK,false,false,0122,001,42,32,06,1175408,1899895,2020,03/26/2020 03:45:12 PM,41.880689561,-87.631374096,"(41.880689561, -87.631374096)"
12013398,JD190640,03/19/2020 01:00:00 PM,028XX W WARREN BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,1222,012,27,27,06,1157356,1900224,2020,03/26/2020 03:47:15 PM,41.881978408,-87.697650504,"(41.881978408, -87.697650504)"
12012953,JD190083,03/19/2020 03:30:00 AM,020XX N CALIFORNIA AVE,0330,ROBBERY,AGGRAVATED,CONVENIENCE STORE,false,false,1414,014,1,22,03,1157378,1913344,2020,03/26/2020 03:47:15 PM,41.917980381,-87.697212498,"(41.917980381, -87.697212498)"
12012955,JD190098,03/19/2020 01:40:00 AM,072XX S COLES AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0334,003,7,43,08B,1194457,1857648,2020,03/26/2020 03:47:15 PM,41.764313073,-87.562820451,"(41.764313073, -87.562820451)"
12013345,JD190564,03/19/2020 10:00:00 AM,012XX W GRANVILLE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,2433,024,48,77,06,1166710,1941314,2020,03/26/2020 03:47:15 PM,41.994536143,-87.662121437,"(41.994536143, -87.662121437)"
12013606,JD190736,03/19/2020 07:45:00 PM,046XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,0924,009,15,61,08A,1166461,1873646,2020,03/26/2020 03:47:15 PM,41.808855912,-87.664976619,"(41.808855912, -87.664976619)"
12012984,JD190130,03/19/2020 06:20:00 AM,065XX S WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0831,008,17,66,14,1159502,1861145,2020,03/26/2020 03:47:15 PM,41.774697151,-87.690843572,"(41.774697151, -87.690843572)"
12013376,JD190604,03/19/2020 04:45:00 PM,035XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1123,011,28,27,18,1152753,1901231,2020,03/26/2020 03:47:15 PM,41.884834037,-87.714526092,"(41.884834037, -87.714526092)"
12013628,JD190803,03/19/2020 10:08:00 PM,023XX S SAWYER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,true,false,1024,010,12,30,15,1155065,1888170,2020,03/26/2020 03:47:15 PM,41.848947187,-87.706386312,"(41.848947187, -87.706386312)"
12013059,JD190164,03/19/2020 04:15:00 AM,019XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1434,014,2,24,05,1163237,1910667,2020,03/26/2020 03:47:15 PM,41.910513238,-87.675761644,"(41.910513238, -87.675761644)"
12013424,JD190647,03/19/2020 05:49:00 PM,056XX W MADISON ST,2025,NARCOTICS,POSSESS - HALLUCINOGENS,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1513,015,29,25,18,1138946,1899461,2020,03/26/2020 03:47:15 PM,41.880238942,-87.76527117,"(41.880238942, -87.76527117)"
12013658,JD190815,03/19/2020 09:51:00 PM,049XX N ALBANY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,1713,017,33,14,26,1154817,1932636,2020,03/26/2020 03:47:15 PM,41.970970727,-87.706103114,"(41.970970727, -87.706103114)"
12012918,JD190049,03/19/2020 01:36:00 AM,079XX S WOOD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0611,006,17,71,08B,1165729,1852039,2020,03/26/2020 03:47:15 PM,41.749579111,-87.668274365,"(41.749579111, -87.668274365)"
12014099,JD190713,03/19/2020 07:20:00 PM,085XX W ARGYLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1614,016,41,76,08B,1118704,1932116,2020,03/26/2020 03:47:15 PM,41.970192503,-87.838907952,"(41.970192503, -87.838907952)"
12016060,JD193464,03/19/2020 04:00:00 PM,010XX N DRAKE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1121,011,27,23,06,1152523,1906601,2020,03/26/2020 03:47:15 PM,41.899574402,-87.715228638,"(41.899574402, -87.715228638)"
12013441,JD190671,03/19/2020 06:00:00 PM,067XX N CAMPBELL AVE,0560,ASSAULT,SIMPLE,STREET,false,false,2412,024,50,2,08A,1158433,1944584,2020,03/26/2020 03:47:15 PM,42.003683131,-87.692477957,"(42.003683131, -87.692477957)"
12014746,JD192147,03/19/2020 07:00:00 PM,006XX N SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1122,011,37,23,07,1150276,1903951,2020,03/26/2020 03:47:15 PM,41.892346659,-87.7235511,"(41.892346659, -87.7235511)"
12012927,JD190074,03/19/2020 02:55:00 AM,011XX W LAWRENCE AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,CTA PLATFORM,false,false,1914,019,46,3,03,1167822,1932033,2020,03/26/2020 03:47:15 PM,41.969044846,-87.658300072,"(41.969044846, -87.658300072)"
12012983,JD190034,03/19/2020 12:24:00 AM,052XX S HOMAN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,false,true,0822,008,14,63,04A,1154601,1869609,2020,03/26/2020 03:47:15 PM,41.798022685,-87.708584584,"(41.798022685, -87.708584584)"
12013639,JD190824,03/19/2020 10:40:00 PM,035XX S LAKE SHORE DR SB,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0212,002,4,36,14,1182471,1881838,2020,03/26/2020 03:47:15 PM,41.830978693,-87.606001383,"(41.830978693, -87.606001383)"
12015773,JD193196,03/18/2020 03:00:00 PM,100XX W OHARE ST,0890,THEFT,FROM BUILDING,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,false,false,1651,016,41,76,06,1100658,1934241,2020,03/26/2020 03:45:12 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
12015799,JD193220,03/18/2020 08:00:00 PM,017XX S WASHTENAW AVE,0810,THEFT,OVER $500,STREET,false,false,1023,010,24,29,06,1158635,1891539,2020,03/26/2020 03:45:12 PM,41.858119816,-87.693191846,"(41.858119816, -87.693191846)"
12013648,JD190825,03/19/2020 02:00:00 PM,123XX S WALLACE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0523,005,34,53,05,1174545,1822997,2020,03/26/2020 03:47:15 PM,41.669692141,-87.63682977,"(41.669692141, -87.63682977)"
12013040,JD190173,03/19/2020 08:04:00 AM,028XX N BROADWAY,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1934,019,44,6,08B,1171665,1919218,2020,03/26/2020 03:47:15 PM,41.933796108,-87.644548217,"(41.933796108, -87.644548217)"
12013633,JD190832,03/19/2020 10:35:00 PM,074XX S MAPLEWOOD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,true,true,0835,008,18,66,04A,1160663,1855284,2020,03/26/2020 03:47:15 PM,41.758589836,-87.686749014,"(41.758589836, -87.686749014)"
12013468,JD190608,03/19/2020 04:00:00 PM,095XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0511,005,21,49,06,1177973,1841788,2020,03/26/2020 03:47:15 PM,41.721180629,-87.623717187,"(41.721180629, -87.623717187)"
12013596,JD190769,03/19/2020 03:00:00 PM,015XX E 67TH PL,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0332,003,5,43,05,1187619,1860539,2020,03/26/2020 03:47:15 PM,41.772411578,-87.587791183,"(41.772411578, -87.587791183)"
12012937,JD190103,03/19/2020 04:06:00 AM,082XX S COTTAGE GROVE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0631,006,8,44,26,1182989,1850634,2020,03/26/2020 03:47:15 PM,41.745340136,-87.605070606,"(41.745340136, -87.605070606)"
12015409,JD192847,03/19/2020 10:00:00 AM,015XX N PARKSIDE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,2531,025,29,25,11,1138383,1909743,2020,03/26/2020 03:47:15 PM,41.90846424,-87.767089309,"(41.90846424, -87.767089309)"
12013083,JD190225,03/19/2020 09:40:00 AM,008XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,false,false,1915,019,46,3,08A,1169789,1926761,2020,03/26/2020 03:47:15 PM,41.954535555,-87.651221802,"(41.954535555, -87.651221802)"
12012905,JD190058,03/19/2020 02:10:00 AM,054XX S HERMITAGE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0932,009,16,61,03,1165603,1868706,2020,03/26/2020 03:47:15 PM,41.795318236,-87.668263786,"(41.795318236, -87.668263786)"
12013699,JD190865,03/19/2020 11:55:00 PM,009XX N LOREL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1524,015,37,25,15,1140503,1905728,2020,03/26/2020 03:47:15 PM,41.897407943,-87.75940004,"(41.897407943, -87.75940004)"
12016192,JD193639,03/11/2020 10:23:00 AM,100XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,false,false,1651,016,41,76,06,1100658,1934241,2020,03/26/2020 03:45:12 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
12134627,JD327363,04/01/2020 12:01:00 AM,042XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1724,017,33,16,06,1153632,1927850,2020,08/16/2020 03:47:58 PM,41.957861366,-87.710588402,"(41.957861366, -87.710588402)"
12135674,JD332380,04/20/2020 02:00:00 PM,046XX N KEYSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1722,017,39,14,08A,1148570,1930234,2020,08/19/2020 03:49:09 PM,41.964502673,-87.729136389,"(41.964502673, -87.729136389)"
12135338,JD332063,04/15/2020 03:00:00 PM,037XX N MILWAUKEE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1731,017,38,16,11,1145812,1924415,2020,08/19/2020 03:49:09 PM,41.948587783,-87.739425171,"(41.948587783, -87.739425171)"
12139103,JD336459,04/15/2020 10:00:00 PM,044XX S KARLOV AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,false,true,0815,008,14,57,02,1149759,1874837,2020,08/20/2020 03:47:39 PM,41.812464284,-87.72620583,"(41.812464284, -87.72620583)"
12022900,JD200418,04/02/2020 02:20:00 PM,018XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0132,001,3,33,08B,1178756,1891402,2020,04/09/2020 03:47:46 PM,41.857308478,-87.619340066,"(41.857308478, -87.619340066)"
12021727,JD199651,04/01/2020 07:30:00 AM,075XX S VERNON AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0624,006,6,69,08B,1180551,1855102,2020,04/08/2020 03:51:48 PM,41.757657097,-87.613866873,"(41.757657097, -87.613866873)"
12022449,JD200341,04/01/2020 07:00:00 PM,058XX S SACRAMENTO AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0824,008,14,63,05,1157377,1865817,2020,04/08/2020 03:51:48 PM,41.787561095,-87.698507109,"(41.787561095, -87.698507109)"
12021768,JD199684,04/01/2020 02:10:00 PM,056XX N KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1711,017,39,13,14,1147714,1937134,2020,04/08/2020 03:51:48 PM,41.983453273,-87.732105645,"(41.983453273, -87.732105645)"
12022081,JD200037,04/01/2020 11:00:00 PM,050XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0223,002,3,38,08B,1179755,1871527,2020,04/08/2020 03:51:48 PM,41.802747146,-87.616282132,"(41.802747146, -87.616282132)"
12021985,JD199968,04/01/2020 08:55:00 PM,011XX S AUSTIN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1513,015,29,25,07,1136557,1894423,2020,04/08/2020 03:51:48 PM,41.866457031,-87.774163969,"(41.866457031, -87.774163969)"
12022272,JD200267,04/01/2020 11:00:00 AM,001XX N WOOD ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,true,false,1224,012,27,28,07,1164378,1901227,2020,04/08/2020 03:51:48 PM,41.884585098,-87.671837432,"(41.884585098, -87.671837432)"
12021776,JD199742,04/01/2020 03:00:00 PM,032XX N OAKLEY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1921,019,32,5,06,1160467,1921452,2020,04/08/2020 03:51:48 PM,41.94016584,-87.68563831,"(41.94016584, -87.68563831)"
12022221,JD200235,04/01/2020 02:21:00 PM,034XX W MONTROSE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,1723,017,35,16,11,1152499,1929025,2020,04/08/2020 03:51:48 PM,41.961108163,-87.714722537,"(41.961108163, -87.714722537)"
12021992,JD199975,04/01/2020 04:00:00 PM,051XX W WAVELAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,true,1634,016,45,15,07,1141381,1924114,2020,04/08/2020 03:51:48 PM,41.94784491,-87.755720344,"(41.94784491, -87.755720344)"
12021433,JD199345,04/01/2020 12:00:00 AM,050XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1532,015,28,25,14,1142697,1900032,2020,04/08/2020 03:51:48 PM,41.88173688,-87.751483513,"(41.88173688, -87.751483513)"
12022056,JD199673,04/01/2020 02:11:00 PM,033XX W MAYPOLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1123,011,28,27,14,1154003,1900781,2020,04/08/2020 03:51:48 PM,41.883574366,-87.709947881,"(41.883574366, -87.709947881)"
12022019,JD199979,04/01/2020 09:00:00 PM,001XX S CENTRAL AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1513,015,29,25,08B,1139076,1898876,2020,04/08/2020 03:51:48 PM,41.878631263,-87.764808046,"(41.878631263, -87.764808046)"
12021669,JD199606,04/01/2020 12:15:00 PM,016XX E 86TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0412,004,8,45,14,1188751,1848284,2020,04/08/2020 03:51:48 PM,41.738755749,-87.584032922,"(41.738755749, -87.584032922)"
12021859,JD199843,04/01/2020 05:30:00 PM,020XX W 71ST ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,false,true,0735,007,17,67,26,1163770,1857568,2020,04/08/2020 03:51:48 PM,41.764792808,-87.675298003,"(41.764792808, -87.675298003)"
12021529,JD199409,04/01/2020 03:00:00 AM,126XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0433,004,10,51,08B,1197714,1821771,2020,04/08/2020 03:51:48 PM,41.665782714,-87.552076179,"(41.665782714, -87.552076179)"
12021845,JD199845,04/01/2020 04:49:00 PM,016XX W ALBION AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2432,024,49,1,08B,1164322,1943914,2020,04/08/2020 03:51:48 PM,42.001721635,-87.670831555,"(42.001721635, -87.670831555)"
12022132,JD200060,04/02/2020 12:20:00 AM,035XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0212,002,4,36,06,1181307,1881665,2020,04/09/2020 03:47:46 PM,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
12023859,JD202098,04/01/2020 05:00:00 PM,056XX S MARYLAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,false,true,0235,002,5,41,02,1182875,1867708,2020,04/08/2020 03:51:48 PM,41.792195498,-87.604958508,"(41.792195498, -87.604958508)"
12022038,JD199983,04/01/2020 09:42:00 PM,056XX S NATOMA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0811,008,23,56,14,1133013,1866480,2020,04/08/2020 03:51:48 PM,41.789839411,-87.78782596,"(41.789839411, -87.78782596)"
12021958,JD199876,04/01/2020 03:30:00 PM,011XX S RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1135,011,28,29,08B,1156862,1895054,2020,04/08/2020 03:51:48 PM,41.867801437,-87.69960464,"(41.867801437, -87.69960464)"
12021735,JD199692,04/01/2020 02:30:00 PM,048XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1712,017,33,14,14,1152178,1931885,2020,04/08/2020 03:51:48 PM,41.968962543,-87.715826929,"(41.968962543, -87.715826929)"
12022624,JD200648,04/01/2020 12:00:00 AM,011XX W WASHBURNE AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,1232,012,25,28,08B,1168961,1894550,2020,04/08/2020 03:51:48 PM,41.866164732,-87.655201821,"(41.866164732, -87.655201821)"
12021759,JD199701,04/01/2020 02:00:00 PM,045XX N KEDZIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1724,017,33,14,11,1154232,1929986,2020,04/08/2020 03:51:48 PM,41.9637107,-87.708325309,"(41.9637107, -87.708325309)"
12023070,JD199835,04/01/2020 04:55:00 PM,070XX S PARNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0732,007,6,68,14,1173834,1858326,2020,04/08/2020 03:51:48 PM,41.766655655,-87.638388243,"(41.766655655, -87.638388243)"
12021916,JD199899,04/01/2020 06:58:00 PM,054XX S ARCHER AVE,0560,ASSAULT,SIMPLE,GROCERY FOOD STORE,false,false,0814,008,14,56,08A,1145070,1869741,2020,04/08/2020 03:51:48 PM,41.798569683,-87.743533609,"(41.798569683, -87.743533609)"
12021801,JD199422,04/01/2020 03:53:00 AM,026XX E 83RD ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,false,true,0423,004,7,46,04B,1195195,1850448,2020,04/08/2020 03:51:48 PM,41.744537555,-87.560352653,"(41.744537555, -87.560352653)"
12021575,JD199501,04/01/2020 08:00:00 AM,021XX N MENARD AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2515,025,36,19,06,1137382,1913549,2020,04/08/2020 03:51:48 PM,41.918926424,-87.770674825,"(41.918926424, -87.770674825)"
12022180,JD200171,04/01/2020 11:45:00 PM,007XX S CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,0123,001,4,32,05,1175633,1897092,2020,04/08/2020 03:51:48 PM,41.872992906,-87.63063219,"(41.872992906, -87.63063219)"
12021477,JD199395,04/01/2020 03:10:00 AM,0000X W HUBBARD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1831,018,42,8,26,1176142,1903314,2020,04/08/2020 03:51:48 PM,41.89005498,-87.628575838,"(41.89005498, -87.628575838)"
12022087,JD200049,04/01/2020 11:46:00 PM,075XX N SEELEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,2424,024,49,1,14,1161338,1949961,2020,04/08/2020 03:51:48 PM,42.01837759,-87.681639928,"(42.01837759, -87.681639928)"
12021813,JD199808,04/01/2020 12:00:00 PM,015XX W 43RD ST,1330,CRIMINAL TRESPASS,TO LAND,WAREHOUSE,false,false,0924,009,11,61,26,1166597,1876208,2020,04/08/2020 03:51:48 PM,41.815883421,-87.664404653,"(41.815883421, -87.664404653)"
12021701,JD199656,04/01/2020 12:15:00 PM,098XX S CALHOUN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0431,004,10,51,08B,1194761,1840191,2020,04/08/2020 03:51:48 PM,41.716402127,-87.562279519,"(41.716402127, -87.562279519)"
12022411,JD200099,04/01/2020 06:00:00 PM,014XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1233,012,28,28,07,1165950,1893388,2020,04/08/2020 03:51:48 PM,41.86304084,-87.666288555,"(41.86304084, -87.666288555)"
12022046,JD199415,04/01/2020 04:59:00 AM,012XX W LOYOLA AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,false,false,2432,024,49,1,03,1166902,1943721,2020,04/08/2020 03:51:48 PM,42.001136868,-87.661345692,"(42.001136868, -87.661345692)"
12022296,JD199798,04/01/2020 04:19:00 PM,045XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0922,009,15,58,08B,1158129,1874436,2020,04/08/2020 03:51:48 PM,41.811197518,-87.69551533,"(41.811197518, -87.69551533)"
12021587,JD199425,04/01/2020 05:14:00 AM,003XX W 109TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0513,005,34,49,08B,1176031,1832313,2020,04/08/2020 03:51:48 PM,41.695223594,-87.631113315,"(41.695223594, -87.631113315)"
12021640,JD199526,04/01/2020 10:48:00 AM,070XX S DAMEN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,false,false,0735,007,17,67,04A,1164246,1857777,2020,04/08/2020 03:51:48 PM,41.765356327,-87.673547448,"(41.765356327, -87.673547448)"
12021930,JD199787,04/01/2020 12:00:00 PM,015XX W 71ST ST,0810,THEFT,OVER $500,APARTMENT,false,false,0734,007,17,67,06,1167412,1857648,2020,04/08/2020 03:51:48 PM,41.764935107,-87.661946741,"(41.764935107, -87.661946741)"
12021881,JD199896,04/01/2020 05:00:00 PM,036XX S KEDZIE AVE,0810,THEFT,OVER $500,OTHER (SPECIFY),false,false,0911,009,12,58,06,1155631,1880137,2020,04/08/2020 03:51:48 PM,41.82689231,-87.704524858,"(41.82689231, -87.704524858)"
12021889,JD199903,04/01/2020 05:00:00 PM,051XX N MARINE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,2024,020,48,3,11,1169560,1934438,2020,04/08/2020 03:51:48 PM,41.975606477,-87.651839165,"(41.975606477, -87.651839165)"
12022494,JD200401,04/01/2020 09:00:00 PM,088XX S BURLEY AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0424,004,10,46,08A,1199204,1846994,2020,04/08/2020 03:51:48 PM,41.734959764,-87.545779334,"(41.734959764, -87.545779334)"
12021475,JD199382,04/01/2020 01:10:00 AM,114XX S AVENUE H,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0433,004,10,52,04B,1202887,1829824,2020,04/08/2020 03:51:48 PM,41.687750669,-87.532871485,"(41.687750669, -87.532871485)"
12023769,JD201933,04/01/2020 08:00:00 PM,040XX W LAKE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA PLATFORM,false,false,1114,011,28,26,03,1149512,1901446,2020,04/08/2020 03:51:48 PM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
